IRS,3.01,13.93,51.92,29.32,-1,1,1,-1/11,,8.21-17.67,3.2,21.0,20.0,20.0,Sell,178.47 thousand,Real Estate,Real Estate Services,0.609,13.87,16.52,1.0,0.84,0.19
W,3.01,33.78,244.63,-34.04,-2,0.06,-24.9,-2/11,hold,20.41-76.175,6.19,56.00000000000001,100.0,72.27,Buy time,8.28 million,Consumer Cyclical,Internet Retail,3.73,35.96,40.62,1.06,0.83,0.3
NNN,3.03,41.49,93.19,29.53,-1,0.03,0.06,-1/11,hold,35.8-49.57,0.9,16.0,48.0,46.16,- +Buy time -,1.63 million,Real Estate,REIT - Retail,0.834,40.97,49.66,0.99,0.84,0.24
AVB,3.04,211.16,81.29,-6.32,1,1.23,0.95,1/11,hold,180.4-239.29,0.97,12.0,265.0,249.71,Buy time,773.75 thousand,Real Estate,REIT - Residential,0.874,214.12,258.31,1.01,0.82,0.13
GOF,3.05,14.51,111.13,-8.6,3,1,1,3/11,,12.26-16.08,-7.27,10.0,0.1,0.1,Buy time,1.30 million,Financial Services,Asset Management,1,15.14,18.15,1.04,0.8,0.18
EDF,3.06,4.92,98.22,5.25,2,1,1,2/11,,4.14-5.73,-3.42,14.000000000000002,0.1,0.1,Buy,148.36 thousand,Financial Services,Asset Management,1,4.94,5.99,1.0,0.82,0.2
MMT,3.09,4.62,55.82,0.23,2,1,1,2/11,,4.31-4.9,0.96,6.0,0.1,0.1,Buy time,98.25 thousand,Financial Services,Asset Management,0.62,4.6,5.48,1.0,0.84,0.51
STOK,3.1,9.89,-45.77,23.68,-2,0.42,0.79,-2/11,buy,5.35-17.58,16.48,44.0,47.0,35.44,- +Buy time -,839.78 thousand,Healthcare,Biotechnology,1.086,8.94,10.48,0.9,0.94,0.07
SNDX,3.15,13.77,62.74,-20.3,0,-0.79,-3.73,0/11,buy,9.66-25.07,4.72,45.0,51.0,43.12,Buy time,1.92 million,Healthcare,Biotechnology,1.282,14.16,17.13,1.03,0.8,0.27
TRNS,3.17,80.15,40.34,16.76,-1,-0.18,-0.29,-1/11,hold,67.56-147.12,10.11,46.0,130.0,115.08,Sell ALL,104.79 thousand,Industrials,Industrial Distribution,0.668,78.38,94.42,0.98,0.85,0.18
AOD,3.19,8.38,90.92,4.55,2,1,1,2/11,,6.99-9.14,-0.71,8.0,0.1,0.1,- +Buy time -,540.77 thousand,Financial Services,Asset Management,0.923,8.32,9.84,0.99,0.85,0.18
FAF,3.2,61.39,136.01,-7.06,1,0.45,0.52,1/11,buy,51.85-70.92,-6.66,13.0,86.0,81.6,Buy,916.15 thousand,Financial Services,Insurance - Specialty,1.247,63.64,76.89,1.04,0.8,0.32
METC,3.2,10.09,36.76,36.42,-2,0.02,1.39,-2/11,buy,6.3-16.130608,7.93,37.0,18.0,15.92,Buy time,702.56 thousand,Basic Materials,Coking Coal,1.067,9.38,11.25,0.93,0.9,0.31
CAL,3.21,16.04,174.43,-4.93,0,-0.06,0.16,0/11,hold,14.25-44.51,-1.78,64.0,24.0,22.5,Buy,1.17 million,Consumer Cyclical,Apparel Retail,1.427,16.61,19.81,1.04,0.81,0.09
CLDX,3.21,20.66,95.25,-5.35,-1,0.03,0.06,-1/11,buy,14.4-47.0,3.41,56.00000000000001,90.0,76.12,Buy time,802.31 thousand,Healthcare,Biotechnology,1.586,20.41,23.9,0.99,0.86,0.3
CVLT,3.21,172.6,46.97,1.41,1,0.17,0.19,1/11,buy,105.01-190.11,4.18,9.0,200.0,191.51,Buy time,501.33 thousand,Technology,Software - Application,0.678,167.41,199.7,0.97,0.86,0.11
BR,3.22,232.49,104.18,-5.52,1,0.1,0.06,1/11,hold,188.3-247.01,-1.24,6.0,275.0,259.45,Sell ALL,564.64 thousand,Technology,Information Technology Services,1.069,238.47,288.39,1.03,0.81,0.31
LLYVK,3.23,73.38,91.57,-2.69,0,0,0,0/11,,33.5-81.66,8.12,10.0,89.0,89.0,Buy,569.33 thousand,Communication Services,Entertainment,1,71.88,85.04,0.98,0.86,0.25
MFSM,3.24,24.35,83.28,-3.11,0,1,1,0/11,,23.61-25.08,-0.87,3.0,0.1,0.1,Buy time,3.23 thousand,N/A,N/A,1,24.52,34.11,1.01,0.71,2.5
KLAC,3.25,704.09,133.29,-10.76,1,0.77,0.1,1/11,buy,551.33-896.32,-2.2,21.0,900.0,843.22,Buy time,1.14 million,Technology,Semiconductor Equipment & Materials,1.364,713.2,846.31,1.01,0.83,0.23
WEST,3.25,6.3,111.16,2.78,0,-0.04,-0.77,0/11,buy,5.28-10.99,-4.6,43.0,13.0,11.9,- +Buy time -,316.23 thousand,Consumer Defensive,Packaged Foods,0.468,6.66,8.04,1.06,0.78,0.24
CR,3.25,168.65,83.27,3.03,0,0.13,0.11,0/11,buy,127.04-188.52,8.16,11.0,200.0,189.68,Buy time,311.45 thousand,Industrials,Specialty Industrial Machinery,1.26,158.62,188.68,0.94,0.89,0.12
INVE,3.25,3.32,127.03,-8.27,-1,0.09,0.44,-1/11,buy,2.86-5.27,-1.2,37.0,8.5,7.67,Buy time,64.47 thousand,Industrials,Building Products & Equipment,1.318,3.49,4.24,1.05,0.78,0.61
BGC,3.25,9.31,115.0,0.4,0,0.03,0.13,0/11,strongBuy,7.24-11.79,1.34,21.0,15.0,14.75,Buy time,3.22 million,Financial Services,Capital Markets,1.131,9.29,11.02,1.0,0.84,0.15
BNED,3.25,10.47,203.43,6.99,0,0.11,0.92,0/11,,6.05-135.0,5.13,92.0,0.1,0.1,- +Buy time -,406.66 thousand,Consumer Cyclical,Specialty Retail,1.861,10.24,12.12,0.98,0.86,0.03
SWX,3.28,73.68,65.55,-4.36,2,0.09,-0.32,2/11,hold,64.31-80.29,-3.51,8.0,84.0,81.21,- +Buy time -,435.67 thousand,Utilities,Utilities - Regulated Gas,0.492,74.76,89.88,1.01,0.82,0.13
GPC,3.28,119.54,76.81,11.01,1,0.13,0.08,1/11,hold,104.01-159.77,-4.23,25.0,155.0,142.43,Buy time,1.49 million,Consumer Cyclical,Auto Parts,0.832,120.68,144.02,1.01,0.83,0.11
NPCE,3.3,11.8,202.8,-21.73,0,0.12,0.49,0/11,buy,5.45-15.11,0.42,22.0,20.0,18.43,Buy,179.88 thousand,Healthcare,Medical Devices,2.042,12.49,14.55,1.06,0.81,0.2
GIB,3.31,104.6,67.8,-35.44,3,-0.02,-0.01,3/11,strongBuy,92.85-122.79,1.03,15.0,123.36459,118.84,- +Buy time -,314.55 thousand,Technology,Information Technology Services,0.755,107.6,127.56,1.03,0.82,0.16
NTNX,3.31,72.39,124.7,19.66,-1,0.19,0.51,-1/11,strongBuy,43.35-79.99,-0.61,9.0,100.0,93.82,- +Buy time -,3.03 million,Technology,Software - Infrastructure,0.843,71.7,86.39,0.99,0.84,0.54
MGRM,3.32,2.94,37.18,53.85,-1,-0.01,-0.06,-1/11,strongBuy,1.84-4.205,-14.26,30.0,6.0,5.85,Buy time,114.17 thousand,Healthcare,Medical Devices,1,2.84,3.62,0.97,0.81,0.72
RGA,3.32,199.91,75.68,-5.88,1,0.05,0.01,1/11,buy,159.25-233.81,3.93,14.000000000000002,284.0,261.6,Buy time,582.62 thousand,Financial Services,Insurance - Reinsurance,1,198.05,240.35,0.99,0.83,-0.01
FWONA,3.32,83.43,82.85,-25.98,2,-0.53,-0.79,2/11,buy,61.27-95.33,3.12,12.0,102.0,99.75,- +Buy time -,127.14 thousand,Communication Services,Entertainment,0.88,83.58,99.64,1.0,0.84,0.21
BPOP,3.33,99.63,10.04,-2.21,1,0.81,0.38,1/11,strongBuy,78.23-106.81,8.7,7.000000000000001,133.0,123.83,Buy,657.39 thousand,Financial Services,Banks - Regional,0.639,95.46,112.55,0.96,0.89,0.2
CFSB,3.34,7.85,-22.11,-2.98,1,1,1,1/11,,6.34-8.28,3.19,5.0,0.1,0.1,Buy time,2.87 thousand,Financial Services,Banks - Regional,0.102,7.81,9.76,0.99,0.8,2.5
INZY,3.35,1.47,-20.29,43.93,-5,-0.01,-0.03,-5/11,buy,0.721-6.24,32.09,76.0,23.0,18.25,Buy time,539.25 thousand,Healthcare,Biotechnology,1.388,1.17,1.41,0.8,1.04,0.21
STWD,3.35,19.27,99.14,3.88,1,0.02,0.05,1/11,strongBuy,16.59-21.17,-2.52,9.0,24.0,22.79,- +Buy time -,2.85 million,Real Estate,REIT - Mortgage,1.391,19.41,23.37,1.01,0.82,0.12
AWF,3.36,10.58,64.07,-3.96,3,1,1,3/11,,9.3-11.36,-0.17,7.000000000000001,0.1,0.1,- +Buy time -,250.09 thousand,Financial Services,Asset Management,0.719,10.59,12.78,1.0,0.83,0.1
LTM,3.36,31.97,144.63,11.47,-1,0.49,0.5,-1/11,strongBuy,21.83-33.5,-2.06,5.0,50.0,45.41,Buy time,565.27 thousand,Industrials,Airlines,1.449,31.8,39.26,0.99,0.81,0.7
MFSB,3.39,24.68,86.28,3.81,2,1,1,2/11,,24.15-25.17,-0.08,2.0,0.1,0.1,Buy,2.83 thousand,N/A,N/A,1,24.62,37.02,1.0,0.67,0.41
D,3.39,54.55,72.16,6.64,1,0.2,0.28,1/11,hold,47.99-61.97,-0.66,12.0,69.0,63.94,Buy time,5.87 million,Utilities,Utilities - Regulated Electric,0.573,55.24,66.26,1.01,0.82,0.15
GE,3.39,207.91,110.02,12.05,0,0.5,0.44,0/11,buy,150.2-214.21,1.13,3.0,261.0,242.37,- +Buy time -,5.99 million,Industrials,Aerospace & Defense,1.055,201.76,244.92,0.97,0.85,0.18
VTEX,3.4,5.53,88.19,-29.41,0,-0.02,-0.41,0/11,strongBuy,4.195-8.24,9.04,33.0,12.0,10.46,Buy time,963.38 thousand,Technology,Software - Application,1.3,5.29,6.23,0.96,0.89,0.64
CGV,3.41,12.89,70.09,8.23,2,1,1,2/11,,11.16-13.74,0.08,6.0,0.1,0.1,Buy time,15.11 thousand,N/A,N/A,1,12.59,15.52,0.98,0.83,0.39
URI,3.42,670.18,143.9,-20.12,0,0.01,0.0,0/11,hold,525.91-896.98,6.45,25.0,1225.0,978.53,Buy time,719.30 thousand,Industrials,Rental & Leasing Services,1.719,651.61,761.87,0.97,0.88,0.18
BWB,3.44,15.64,9.29,18.77,0,0.04,0.15,0/11,buy,10.52-16.0,9.85,2.0,18.0,17.5,Buy,68.93 thousand,Financial Services,Banks - Regional,0.546,14.32,18.14,0.92,0.86,0.32
NLOP,3.44,30.83,104.74,-6.04,1,1,1,1/11,strongBuy,22.36-34.377,-0.39,10.0,46.0,46.0,Buy time,100.43 thousand,Real Estate,REIT - Office,1,31.04,36.95,1.01,0.83,0.15
LGND,3.44,110.36,101.67,-8.21,1,0.57,0.43,1/11,strongBuy,72.57-129.9,2.11,15.0,157.0,150.25,Buy,123.07 thousand,Healthcare,Biotechnology,0.972,112.33,132.6,1.02,0.83,0.1
QRVO,3.46,72.02,134.03,-0.0,0,0.82,0.75,0/11,hold,49.46-130.99,-0.22,45.0,128.0,105.49,Buy time,2.60 million,Technology,Semiconductors,1.431,71.42,84.63,0.99,0.85,0.14
TLSI,3.47,5.04,60.08,-24.34,1,-0.08,-0.23,1/11,buy,3.5-10.24,-4.96,51.0,16.0,13.72,Sell ALL,58.09 thousand,Healthcare,Medical Devices,0.489,5.62,6.98,1.12,0.72,0.89
HIO,3.47,3.88,63.68,1.23,3,1,1,3/11,,3.36-4.15,-2.85,7.000000000000001,0.1,0.1,Buy time,668.60 thousand,Financial Services,Asset Management,0.541,3.91,4.73,1.01,0.82,0.23
GPJA,3.47,22.31,86.61,-2.77,2,1,1,2/11,,21.0-25.655,-1.5,13.0,0.1,0.1,Buy time,18.91 thousand,N/A,N/A,1,22.54,28.46,1.01,0.78,0.94
COIN,3.48,207.38,336.83,-52.2,-1,2.45,0.93,-1/11,hold,142.58-349.75,8.5,41.0,400.0,332.8,Buy time,9.45 million,Financial Services,Financial Data & Stock Exchanges,3.654,212.21,239.06,1.02,0.87,0.06
OPXS,3.48,6.56,-52.65,5.39,2,1,1,2/11,,5.36-10.303,13.11,36.0,0.1,0.1,Buy time,11.70 thousand,Industrials,Aerospace & Defense,0.128,6.06,7.18,0.92,0.91,0.69
DHI,3.51,127.35,128.24,-1.51,1,0.17,0.08,1/11,hold,110.44-199.85,-2.38,36.0,180.0,162.34,Buy,4.23 million,Consumer Cyclical,Residential Construction,1.617,128.71,152.67,1.01,0.83,0.02
RGCO,3.51,21.29,36.8,8.89,1,0.03,2.02,1/11,,19.05-24.2,3.74,12.0,27.0,27.0,Buy,13.19 thousand,Utilities,Utilities - Regulated Gas,0.302,21.09,25.09,0.99,0.85,0.12
TEL,3.52,150.1,112.07,14.64,0,0.2,0.1,0/11,hold,116.3-159.98,1.56,6.0,188.0,174.7,Buy,2.19 million,Technology,Electronic Components,1.244,146.14,173.72,0.97,0.86,0.13
EBAY,3.52,67.9,117.21,6.64,0,0.09,0.07,0/11,hold,49.25-71.61,1.03,5.0,79.0,72.86,Buy time,6.87 million,Consumer Cyclical,Internet Retail,1.426,67.06,80.78,0.99,0.84,0.58
BXMT,3.52,19.16,166.97,18.85,0,-0.49,-0.83,0/11,hold,16.51-21.24,-7.37,10.0,23.0,21.54,Buy time,1.77 million,Real Estate,REIT - Mortgage,1.267,19.61,23.59,1.02,0.81,0.26
ECCW,3.53,23.06,81.05,-7.55,1,1,1,1/11,,22.282-25.21,-4.58,9.0,0.1,0.1,- Buy time -,3.99 thousand,N/A,N/A,1,23.64,29.68,1.03,0.78,2.5
INO,3.53,1.93,109.67,13.59,-1,0.47,0.49,-1/11,hold,1.42-13.44,-1.55,86.0,15.0,11.42,Buy time,692.28 thousand,Healthcare,Biotechnology,1.844,1.96,2.31,1.02,0.84,0.09
CF,3.54,80.23,72.85,-5.66,1,0.81,0.65,1/11,hold,67.34-98.25,3.56,18.0,115.0,100.84,Buy time,3.18 million,Basic Materials,Agricultural Inputs,0.826,79.31,95.56,0.99,0.84,0.26
AEE,3.56,98.09,93.95,6.64,1,0.0,-0.0,1/11,buy,69.39-104.1,-2.01,6.0,113.0,107.1,Sell ALL,2.06 million,Utilities,Utilities - Regulated Electric,1,99.67,118.94,1.02,0.82,0.31
TPL,3.56,1345.0,133.25,8.32,2,0.25,0.07,2/11,,559.31-1769.14,-2.97,24.0,0.1,0.1,- +Buy time -,128.28 thousand,Energy,Oil & Gas E&P,1.455,1347.68,1613.62,1.0,0.83,0.12
SMTI,3.57,32.6,139.15,-8.31,1,0.22,-0.11,1/11,strongBuy,25.86-39.08,-6.29,17.0,51.0,49.75,Buy time,23.09 thousand,Healthcare,Medical Instruments & Supplies,1.471,33.31,40.33,1.02,0.81,0.51
IPW,3.57,0.55,377.99,-27.23,-1,0.01,1.0,-1/11,,0.413-3.65,3.27,85.0,0.1,0.1,Sell ALL,43.82 thousand,Consumer Cyclical,Internet Retail,3.657,0.59,0.75,1.07,0.73,0.81
PSTV,3.59,0.63,-464.08,237.2,-10,0.2,0.36,-10/11,strongBuy,0.24-2.67,19.66,76.0,20.0,14.81,mere Buy (some sold),5.39 million,Healthcare,Biotechnology,0.673,0.96,1.23,1.52,0.51,2.5
DKL,3.6,39.5,155.71,-14.75,2,0.93,1.07,2/11,buy,34.59-45.71,-8.18,14.000000000000002,50.0,47.38,Buy time,180.97 thousand,Energy,Oil & Gas Refining & Marketing,1.578,41.8,50.11,1.06,0.79,0.22
LAC,3.61,2.97,53.63,8.87,0,0.01,0.7,0/11,hold,2.02-5.2,-1.85,43.0,8.0,6.42,Buy time,4.43 million,Basic Materials,Other Industrial Metals & Mining,1,2.92,3.46,0.98,0.86,0.17
ACIW,3.61,54.96,90.54,15.29,0,0.69,1.06,0/11,hold,33.32-59.71,2.58,8.0,71.0,66.64,Buy time,822.02 thousand,Technology,Software - Infrastructure,1.13,54.07,66.19,0.98,0.83,0.3
KFY,3.63,64.05,117.79,-9.36,2,0.06,0.05,2/11,buy,59.23-80.64,-5.17,21.0,83.0,80.88,- +Buy time -,496.75 thousand,Industrials,Staffing & Employment Services,1.411,65.71,78.84,1.03,0.81,0.11
TXRH,3.64,172.41,110.16,-0.51,1,0.03,0.01,1/11,hold,148.73-206.04,1.37,16.0,215.0,198.33,Buy time,1.40 million,Consumer Cyclical,Restaurants,0.89,173.22,206.52,1.0,0.83,0.09
LXP,3.64,8.15,89.97,5.1,2,0.15,5.69,2/11,hold,6.85-10.57,-9.57,23.0,11.0,10.7,Buy time,2.53 million,Real Estate,REIT - Industrial,0.98,8.5,10.04,1.04,0.81,0.18
ATI,3.64,66.38,0.82,41.68,-2,0.33,0.55,-2/11,buy,39.23-68.92,21.15,4.0,81.0,77.5,Buy time,2.30 million,Industrials,Metal Fabrication,0.796,55.98,66.47,0.84,1.0,0.15
BKT,3.64,11.65,47.15,3.29,3,1,1,3/11,,11.22-12.67,0.73,8.0,0.1,0.1,Buy time,78.85 thousand,Financial Services,Asset Management,0.476,11.64,13.97,1.0,0.83,0.15
NPFD,3.64,18.62,64.31,-1.29,3,1,1,3/11,,16.79-19.432,0.68,4.0,0.1,0.1,Buy time,70.08 thousand,Financial Services,Asset Management,0.744,18.51,22.09,0.99,0.84,0.17
GHC,3.68,941.74,87.7,2.66,2,1.3,0.1,2/11,sell,683.0-1003.53,-2.23,6.0,785.0,785.0,Buy time,23.09 thousand,Consumer Defensive,Education & Training Services,0.924,951.69,1150.07,1.01,0.82,0.13
OLO,3.68,7.26,94.05,13.52,-1,0.0,0.06,-1/11,hold,4.2-8.35,13.01,13.0,10.0,9.35,Buy time,1.20 million,Technology,Software - Application,1.422,6.62,7.91,0.91,0.92,0.16
ABL,3.69,8.18,2.78,25.14,0,0.02,0.12,0/11,buy,6.34-12.4,5.01,34.0,15.0,14.3,Sell,238.83 thousand,Financial Services,Insurance - Life,0.152,7.93,9.56,0.97,0.86,0.16
ELME,3.69,16.24,90.39,22.19,1,-0.01,-0.35,1/11,hold,13.95-18.49,-5.17,12.0,19.0,19.0,Buy time,788.45 thousand,Real Estate,REIT - Residential,1,16.58,19.75,1.02,0.82,0.07
GSIT,3.71,3.1,137.55,24.27,-1,0.0,0.01,-1/11,,1.62-4.9,13.87,37.0,0.1,0.1,Buy time,183.93 thousand,Technology,Semiconductors,1.166,2.77,3.25,0.89,0.95,0.45
EPR,3.72,49.89,120.13,25.07,0,0.04,0.06,0/11,hold,39.87-54.25,-1.69,8.0,58.0,54.95,Buy time,903.09 thousand,Real Estate,REIT - Specialty,1.304,50.22,60.82,1.01,0.82,0.18
EME,3.72,432.99,90.64,-10.65,1,1.19,0.23,1/11,buy,319.49-545.29,8.02,21.0,525.0,505.2,Buy time,554.48 thousand,Industrials,Engineering & Construction,1.082,410.18,484.01,0.95,0.89,0.23
MDST,3.73,26.11,94.14,-3.59,3,1,1,3/11,,23.24-29.55,-5.45,12.0,0.1,0.1,Buy time,23.12 thousand,N/A,N/A,1,26.94,33.42,1.03,0.78,0.65
ITIC,3.73,237.6,75.83,21.19,2,0.42,1.05,2/11,,146.41-290.4,-2.74,18.0,0.1,0.1,Buy time,9.90 thousand,Financial Services,Insurance - Specialty,0.769,233.95,293.08,0.98,0.81,0.35
NSA,3.74,37.52,108.17,9.66,1,0.3,3.05,1/11,hold,30.88-49.44,-2.21,24.0,44.5,41.52,- +Buy time -,730.20 thousand,Real Estate,REIT - Industrial,1.072,37.75,44.97,1.01,0.83,0.17
RMNI,3.74,3.39,125.22,71.39,-2,0.03,0.27,-2/11,buy,1.53-4.145,-18.43,18.0,7.0,6.31,- Buy time -,270.51 thousand,Technology,Software - Application,1,3.53,4.21,1.04,0.81,0.61
PEBK,3.74,27.98,113.62,-10.97,3,1,1,3/11,,23.74-33.31,1.07,16.0,0.1,0.1,Buy time,6.03 thousand,Financial Services,Banks - Regional,0.459,27.97,33.21,1.0,0.84,0.11
EVTC,3.75,34.56,96.42,20.36,1,0.28,0.4,1/11,hold,28.76-38.32,-7.96,10.0,42.0,39.2,Buy time,394.58 thousand,Technology,Software - Infrastructure,1.001,35.63,43.69,1.03,0.79,0.38
AROW,3.76,25.25,67.03,-14.38,3,-0.04,-0.11,3/11,hold,22.72-34.63,-4.69,27.0,30.0,29.38,- +Buy time -,41.22 thousand,Financial Services,Banks - Regional,0.703,26.4,31.53,1.05,0.8,0.22
TSCO,3.76,50.83,104.07,-5.98,2,-0.04,-0.11,2/11,hold,46.85-61.528,-3.87,17.0,65.0,59.82,Buy time,5.71 million,Consumer Cyclical,Specialty Retail,0.875,53.67,64.25,1.06,0.79,0.13
ASA,3.76,28.81,91.56,49.48,0,1,1,0/11,,16.97-31.94,1.25,10.0,0.1,0.1,Sell,73.33 thousand,Financial Services,Asset Management,1,27.53,32.56,0.96,0.88,0.29
CASH,3.77,82.01,-9.48,14.95,1,0.65,0.24,1/11,hold,51.97-86.0,10.17,5.0,94.0,92.0,- +Buy time -,246.78 thousand,Financial Services,Banks - Regional,0.451,76.7,92.07,0.94,0.89,0.11
CRBP,3.78,7.9,128.82,-40.18,-1,0.28,0.17,-1/11,buy,4.64-61.9,23.72,87.0,73.0,62.56,- +Buy time -,208.39 thousand,Healthcare,Biotechnology,3.13,7.36,8.32,0.93,0.95,0.02
AFBI,3.78,18.18,42.04,24.41,1,1,1,1/11,,16.6-22.5,2.09,19.0,0.1,0.1,Sell,12.09 thousand,Financial Services,Banks - Regional,0.288,17.95,22.27,0.99,0.82,1.04
LSBK,3.82,14.86,131.24,-8.69,1,1,1,1/11,,11.4-16.95,-7.07,12.0,0.1,0.1,Buy time,10.16 thousand,Financial Services,Banks - Regional,1,15.66,18.77,1.05,0.79,2.5
CON,3.83,21.68,127.95,-10.44,1,0,0,1/11,buy,18.89-24.805,3.07,13.0,30.0,28.94,Buy time,826.64 thousand,Healthcare,Medical Care Facilities,1,22.05,26.16,1.02,0.83,0.23
PEG,3.84,79.61,51.81,-11.18,3,0.01,0.01,3/11,hold,69.71-95.22,-4.42,16.0,102.0,94.28,Sell ALL,3.05 million,Utilities,Utilities - Regulated Electric,0.544,82.8,98.96,1.04,0.8,0.22
MSM,3.84,77.61,84.19,-3.2,2,0.13,0.18,2/11,hold,68.1-94.31,-0.77,18.0,89.0,85.0,- +Buy time -,607.69 thousand,Industrials,Industrial Distribution,0.831,77.94,94.88,1.0,0.82,0.13
MA,3.84,559.41,94.18,2.76,1,0.3,0.08,1/11,buy,428.86-582.23,4.32,4.0,685.0,650.35,- +Buy time -,2.77 million,Financial Services,Credit Services,1.064,548.88,650.12,0.98,0.86,0.06
TKO,3.85,165.83,89.73,8.74,0,-0.23,-0.17,0/11,buy,95.73-179.09,9.64,7.000000000000001,220.0,195.31,Buy time,1.93 million,Communication Services,Entertainment,1,156.66,189.88,0.94,0.87,0.09
MYFW,3.85,21.7,31.36,10.69,-1,0.22,0.91,-1/11,strongBuy,15.54-22.32,9.49,3.0,26.0,25.17,Buy,37.02 thousand,Financial Services,Banks - Regional,0.652,20.15,26.09,0.93,0.83,1.73
BBVA,3.85,13.89,121.4,52.61,-1,0.02,0.05,-1/11,buy,9.23-14.84,-4.36,6.0,17.0,16.66,Sell ALL,2.56 million,Financial Services,Banks - Diversified,1.378,13.6,16.35,0.98,0.85,0.14
VIGL,3.86,2.7,-26.84,56.3,-5,-0.03,-0.09,-5/11,buy,1.312-6.06,28.52,55.00000000000001,22.0,18.92,Buy time,268.81 thousand,Healthcare,Biotechnology,1.952,2.24,2.74,0.83,0.99,0.59
VANI,3.86,1.05,249.6,-30.64,0,-0.01,-0.05,0/11,strongBuy,0.905-2.09,-4.76,50.0,4.0,4.0,Buy time,75.89 thousand,Healthcare,Biotechnology,3.321,1.1,1.3,1.05,0.81,0.25
INOD,3.9,41.51,213.56,18.79,-1,0.07,0.27,-1/11,buy,6.6-71.0,-5.82,42.0,75.0,72.6,Buy time,1.98 million,Technology,Information Technology Services,2.666,45.11,53.88,1.09,0.77,0.23
WHG,3.91,16.63,80.26,26.04,1,1,1,1/11,,11.01-18.03,4.57,8.0,0.1,0.1,Buy time,17.81 thousand,Financial Services,Asset Management,1,16.17,19.44,0.97,0.86,0.4
SHLS,3.93,3.79,143.07,-30.85,0,-0.04,-0.34,0/11,buy,2.71-9.17,9.76,59.0,10.5,8.28,Buy time,6.50 million,Technology,Solar,1.535,3.64,4.27,0.96,0.89,0.09
AVAH,3.95,4.68,99.24,17.59,2,0.08,103.7,2/11,hold,2.23-6.19,-17.61,24.0,7.0,6.3,- Buy time -,299.78 thousand,Healthcare,Medical Care Facilities,1.991,5.03,5.95,1.07,0.79,0.47
OLB,3.96,1.3,53.62,-19.06,1,-0.9,-3.0,1/11,,1.0-6.2,8.46,79.0,0.1,0.1,Buy time,91.34 thousand,Technology,Software - Infrastructure,1.374,1.36,3.03,1.05,0.43,2.37
WNEB,3.96,9.45,82.09,9.38,1,0.03,0.28,1/11,hold,6.09-10.08,4.13,6.0,11.0,10.58,Buy time,77.41 thousand,Financial Services,Banks - Regional,0.558,9.39,11.11,0.99,0.85,0.09
NCA,3.96,8.48,33.48,-1.53,4,1,1,4/11,,8.22-9.23,-0.87,8.0,0.1,0.1,Buy,118.56 thousand,Financial Services,Asset Management,0.32,8.59,10.33,1.01,0.82,0.11
GLPI,3.97,47.38,64.63,-3.5,3,-0.12,-0.16,3/11,buy,42.86-52.595,-7.37,10.0,60.0,57.6,Sell ALL,1.46 million,Real Estate,REIT - Specialty,0.734,49.47,59.42,1.04,0.8,0.15
TCI,3.98,30.26,30.59,39.2,1,1,1,1/11,,25.5-31.92,7.07,5.0,0.1,0.1,- Buy time -,2.22 thousand,Real Estate,Real Estate Services,0.232,28.83,35.45,0.95,0.85,0.2
EQR,4.0,71.53,85.34,8.55,1,-0.16,-0.42,1/11,hold,59.41-78.83,3.4,9.0,87.0,82.25,Buy time,1.82 million,Real Estate,REIT - Residential,0.866,70.81,84.07,0.99,0.85,0.15
BHF,4.0,58.92,98.77,3.7,1,0.25,0.06,1/11,hold,40.0-64.12,1.43,8.0,75.0,67.17,Buy,1.05 million,Financial Services,Insurance - Life,0.911,57.7,69.06,0.98,0.85,0.36
CEE,4.03,14.63,90.12,41.12,-1,0,0,-1/11,,9.55-16.71,-3.59,12.0,0.1,0.1,Buy time,108.37 thousand,Financial Services,Asset Management,1.2,14.78,18.35,1.01,0.8,2.35
OESX,4.04,0.75,79.28,-9.93,-2,-0.03,-2.16,-2/11,strongBuy,0.65-1.53,2.67,51.0,3.0,2.75,Buy,137.84 thousand,Consumer Cyclical,Furnishings, Fixtures & Appliances,1.425,0.81,1.16,1.08,0.65,2.5
AMSF,4.04,46.71,51.42,-17.81,4,0.05,0.08,4/11,hold,41.97-60.24,-9.4,22.0,65.0,61.33,== less Sell ALL==,100.91 thousand,Financial Services,Insurance - Specialty,0.336,50.92,60.51,1.09,0.77,0.22
ML,4.05,85.63,232.93,-7.21,0,-1.04,-0.95,0/9,hold,36.65-106.8199,-0.78,20.0,105.0,99.62,Sell ALL,160.88 thousand,Technology,Software - Application,2.941,87.49,106.1,1.02,0.81,0.52
ES,4.05,59.22,117.03,6.47,1,0.01,0.01,1/11,buy,52.28-69.01,-3.85,14.000000000000002,85.0,76.87,Buy time,3.30 million,Utilities,Utilities - Regulated Electric,1,60.8,74.29,1.03,0.8,0.44
MCD,4.05,313.11,56.93,22.14,1,-0.04,-0.01,1/11,buy,243.53-326.32,1.98,4.0,364.0,347.57,Sell ALL,3.88 million,Consumer Cyclical,Restaurants,0.619,309.91,375.74,0.99,0.83,0.11
STKS,4.06,3.06,149.37,-17.83,0,-0.37,-48.1,0/11,buy,2.37-6.1,10.46,50.0,5.5,5.33,Buy time,75.46 thousand,Consumer Cyclical,Restaurants,2.109,3.06,3.6,1.0,0.85,0.28
